OBJECTID,Lease or Claim Name,Lease or Claim Type,Commodity,Stock Raising Homestead Act,MLRS Casefile Number,Casefile Number,Case Type,BLM Administrative Unit,GIS Acres,GLOBALID,Shape__Area,Shape__Length
3290,GM 5855,LodeClaim,UN,U,OR101346571,ORMC168128,384101,ORV00,320.56648774,36149a39-df54-41da-ad1e-b95dc3ab2e67,0.000144910329709091,0.0489821250774388
3291,GM 5856,LodeClaim,UN,U,OR101346572,ORMC168129,384101,ORV00,320.56648774,1edb0308-5130-462e-b8be-96c1ed12636d,0.000144910329709091,0.0489821250774388
3292,GM 5857,LodeClaim,UN,U,OR101346573,ORMC168130,384101,ORV00,320.56648774,841fe8b3-1da5-4ccc-a693-816a4c605d1c,0.000144910329709091,0.0489821250774388
3293,GM 5858,LodeClaim,UN,U,OR101346574,ORMC168131,384101,ORV00,660.89491032,a04d3a6c-cd1a-430a-ba0b-25412aaf1167,0.000298754197956441,0.0702192231339514
3294,GM 5859,LodeClaim,UN,U,OR101346575,ORMC168132,384101,ORV00,340.32842258,074e45bd-5ab4-4f3b-8e70-fead098ef00d,0.00015384386824735,0.0502239835924076
3295,GM 5860,LodeClaim,UN,U,OR101346576,ORMC168133,384101,ORV00,340.32842258,a57c6253-918e-4d5c-ad37-86c10931a9cc,0.00015384386824735,0.0502239835924076
3296,EL 8,LodeClaim,UN,U,OR101523390,ORMC168442,384101,ORW00,190.2661922,50e9bc01-2529-45e5-b8bf-15968de02a95,9.43180739341187E-05,0.0403453856382197
3297,EL 9,LodeClaim,UN,U,OR101523391,ORMC168443,384101,ORW00,190.2661922,eb77e587-55b0-4266-ae79-938400693d4e,9.43180739341187E-05,0.0403453856382197
3298,EL 10,LodeClaim,UN,U,OR101523392,ORMC168444,384101,ORW00,190.2661922,44fd3537-b526-47c6-9aed-e0c034df72ed,9.43180739341187E-05,0.0403453856382197
3299,EL 11,LodeClaim,UN,U,OR101523393,ORMC168445,384101,ORW00,348.85509349,b517142f-ecc7-420d-85cc-f784c8896188,0.000172933850535628,0.0626256474997986
3300,EL 12,LodeClaim,UN,U,OR101523394,ORMC168446,384101,ORW00,348.85509349,7177bacb-aa70-44ff-9c3c-7167f344e604,0.000172933850535628,0.0626256474997986
3301,EL 13,LodeClaim,UN,U,OR101523395,ORMC168447,384101,ORW00,348.85509349,04b3944c-327e-46ce-aa59-03f12dbc952f,0.000172933850535628,0.0626256474997986
3302,EL 14,LodeClaim,UN,U,OR101523396,ORMC168448,384101,ORW00,348.85509349,dc73ac6d-aa58-4aac-94ee-b64974c006de,0.000172933850535628,0.0626256474997986
3303,EL 15,LodeClaim,UN,U,OR101523397,ORMC168449,384101,ORW00,348.85509349,712cb98a-7ac1-4514-8702-a47c6b73edd4,0.000172933850535628,0.0626256474997986
3304,HEMLOCK,LodeClaim,UN,U,OR101342241,ORMC168470,384101,ORW00,637.080306,5f11e9ef-889b-4655-8054-33407b99e50f,0.00030717531535629,0.0716043977003279
3305,PLACER CLAIM,PlacerClaim,UN,U,OR101344839,ORMC168474,384201,ORV00,319.63279491,feaaa8ab-6d80-4ea9-bc80-bf168d734d17,0.000147200633819011,0.0551465785919927
3306,GS 37,LodeClaim,UN,U,OR101716034,ORMC175567,384101,ORV00,156.7165511,a9d420d0-5871-44d2-8937-8c264c6fdcff,7.16021681910206E-05,0.0343984747096089
3307,GS 36,LodeClaim,UN,U,OR101716033,ORMC175566,384101,ORV00,156.7909027,1ff29fa7-ac33-433a-b780-01767ac503dc,7.16446552360139E-05,0.0344108295873293
3308,GS 36,LodeClaim,UN,U,OR101716033,ORMC175566,384101,ORV00,156.7165511,7eb6dbc1-7888-4dfd-92ec-f3b17c4917dd,7.16021681910206E-05,0.0343984747096089
3309,YOUNGER YUKON,PlacerClaim,UN,U,OR101342271,ORMC168483,384201,ORM00,160.84398124,f3bed4c1-e568-44f8-b159-206d12a49cee,7.14244706614409E-05,0.0341979766484968
3310,GS 37,LodeClaim,UN,U,OR101716034,ORMC175567,384101,ORV00,156.7909027,150e9f25-770e-457d-990b-eb661b7ffb63,7.16446552360139E-05,0.0344108295873293
3311,LITTLE CROSS 2,PlacerClaim,UN,U,OR101751749,ORMC169086,384201,ORP00,374.33888304,2c14f917-d199-4eb2-8cd1-f2c230838271,0.00017230276716873,0.0614438868182259
3312,GS 38,LodeClaim,UN,U,OR101716035,ORMC175568,384101,ORV00,156.7909027,56b6fe3a-2e1a-4d06-a4fe-d960d5b877f6,7.16446552360139E-05,0.0344108295873293
3313,GS 38,LodeClaim,UN,U,OR101716035,ORMC175568,384101,ORV00,156.7165511,e83f3b28-386f-4339-8c46-736f7509780b,7.16021681910206E-05,0.0343984747096089
3314,GS 38,LodeClaim,UN,U,OR101716035,ORMC175568,384101,ORV00,156.06199421,d2e1fac9-6b7b-4371-807c-de1680bebc9c,7.1311847477773E-05,0.0343393342321477
3315,GS 39,LodeClaim,UN,U,OR101716036,ORMC175569,384101,ORV00,156.7909027,1fd260ec-1ee7-4910-81b3-db198cffac69,7.16446552360139E-05,0.0344108295873293
3316,GS 39,LodeClaim,UN,U,OR101716036,ORMC175569,384101,ORV00,156.06199421,eee3f8de-c197-4f91-9d7b-d2e4e2eb1e81,7.1311847477773E-05,0.0343393342321477
3317,GS 40,LodeClaim,UN,U,OR101716037,ORMC175570,384101,ORV00,156.7909027,eb595a13-9854-4f12-ba6b-891aeb9e90a5,7.16446552360139E-05,0.0344108295873293
3318,GS 40,LodeClaim,UN,U,OR101716037,ORMC175570,384101,ORV00,156.06199421,4c43d259-5427-4343-b531-7b9473efda95,7.1311847477773E-05,0.0343393342321477
3319,GS 41,LodeClaim,UN,U,OR101716038,ORMC175571,384101,ORV00,156.06199421,ed0b8b99-53fd-4fdc-a782-c63b07578880,7.1311847477773E-05,0.0343393342321477
3320,GS 42,LodeClaim,UN,U,OR101716039,ORMC175572,384101,ORV00,159.93344999,3a508d61-0fed-40e5-9b67-f26906276abe,7.30895485503424E-05,0.0347072782718168
3321,GS 42,LodeClaim,UN,U,OR101716039,ORMC175572,384101,ORV00,156.06199421,5346f324-8b04-44b5-80b9-e99004b4da90,7.1311847477773E-05,0.0343393342321477
3322,GS 43,LodeClaim,UN,U,OR101716040,ORMC175573,384101,ORV00,159.93344999,406a1fd7-f533-444f-9ffa-128b887d7bd9,7.30895485503424E-05,0.0347072782718168
3323,GS 43,LodeClaim,UN,U,OR101716040,ORMC175573,384101,ORV00,156.06199421,6cb9e043-13d4-43b9-8cb9-04857a18771f,7.1311847477773E-05,0.0343393342321477
3324,GS 44,LodeClaim,UN,U,OR101716041,ORMC175574,384101,ORV00,161.86713588,14af6444-b516-4b9a-a6d5-3f71e3e434f8,7.39734396120184E-05,0.0348808218246241
3325,GS 44,LodeClaim,UN,U,OR101716041,ORMC175574,384101,ORV00,159.93344999,b9efdce1-bbeb-4446-a184-0eaa63a0f0e3,7.30895485503424E-05,0.0347072782718168
3326,GOLDFIELD,LodeClaim,UN,U,OR101783566,ORMC174411,384101,ORP00,77.00934634,ec179dd5-a518-4382-b311-56072e6ad342,3.5483828469296E-05,0.0258978969535457
3327,DEER CREEK,PlacerClaim,UN,U,OR101744236,ORMC169792,384201,ORM00,158.85245396,8ca7a56f-5791-454d-86f9-144dbabb4977,7.01715975992556E-05,0.0338669849318887
3328,DEER CREEK #2,PlacerClaim,UN,U,OR101744237,ORMC169793,384201,ORM00,158.85245396,72cd379a-91f3-4ab8-b759-252275e93ef7,7.01715975992556E-05,0.0338669849318887
3329,GM 5861,LodeClaim,UN,U,OR101346577,ORMC168134,384101,ORV00,340.32842258,67537978-8edb-44c1-b7eb-36326b876bd3,0.00015384386824735,0.0502239835924076
3330,GM 5862,LodeClaim,UN,U,OR101346578,ORMC168135,384101,ORV00,340.32842258,088451b9-c084-4348-ab62-99cb2da1a2d8,0.00015384386824735,0.0502239835924076
3331,LODE CLAIM,LodeClaim,UN,U,OR101346579,ORMC168136,384101,ORV00,660.89586374,0edcce21-38dd-4460-a57a-9f62a8066247,0.000298755051971966,0.0702415458475417
3332,GM 5864,LodeClaim,UN,U,OR101346580,ORMC168137,384101,ORV00,320.56744116,21b143e5-b0b9-4266-a57e-ba56d3cc5fbe,0.000144911183724616,0.0489853365347911
3333,GM 5885,LodeClaim,UN,U,OR101346581,ORMC168138,384101,ORV00,641.81840586,b1fe5755-3418-4fe6-9a55-75a29aa392fb,0.000290132884401828,0.0690267384972298
3334,GM 5886,LodeClaim,UN,U,OR101346582,ORMC168139,384101,ORV00,320.81498754,048692a3-19e8-4742-837b-faea0379b3c2,0.000145023923323606,0.0489967424486321
3335,GM 5887,LodeClaim,UN,U,OR101346583,ORMC168140,384101,ORV00,320.81498754,ef0684da-0bad-4614-8cb7-547f3edf4871,0.000145023923323606,0.0489967424486321
3336,GM 5956,LodeClaim,UN,U,OR101346584,ORMC168141,384101,ORV00,160.31508517,9b32d92c-9486-43f3-b6b3-025a0051770d,7.24738806638925E-05,0.0344922193942883
3337,GM 5957,LodeClaim,UN,U,OR101346585,ORMC168142,384101,ORV00,160.31508517,f613a9a7-bd61-41b9-b89a-7f2e55dd6545,7.24738806638925E-05,0.0344922193942883
3338,GM 5958,LodeClaim,UN,U,OR101527967,ORMC168143,384101,ORV00,330.47153894,e9381615-44a1-4b39-8d14-1171ce53ec2a,0.000149396923006861,0.0557120238287594
3339,GM 5959,LodeClaim,UN,U,OR101527968,ORMC168144,384101,ORV00,170.15647491,529d8488-ed85-4fbc-9090-a0bf0d137b57,7.6923042342969E-05,0.0357190526445895
3340,GM 5960,LodeClaim,UN,U,OR101527969,ORMC168145,384101,ORV00,170.15647491,ed53c4d6-2e5e-470a-b4fa-8ac3aeaf1733,7.6923042342969E-05,0.0357190526445895
3341,GM 5961,LodeClaim,UN,U,OR101527970,ORMC168146,384101,ORV00,170.15647491,8d206ec2-42aa-47b3-8845-67f9d79963d8,7.6923042342969E-05,0.0357190526445895
3342,GM 5962,LodeClaim,UN,U,OR101527971,ORMC168147,384101,ORV00,170.15647491,a677c456-830e-426f-a9f6-66c66b8c77af,7.6923042342969E-05,0.0357190526445895
3343,GM 5974,LodeClaim,UN,U,OR101527972,ORMC168148,384101,ORV00,159.86923293,cb50db6e-4839-434f-8426-a30ea88606df,7.22726908861659E-05,0.0344423013764196
3344,GM 5975,LodeClaim,UN,U,OR101527973,ORMC168149,384101,ORV00,159.86923293,a72d596b-4db3-4065-9612-09b8e4f92c30,7.22726908861659E-05,0.0344423013764196
3345,GM 5976,LodeClaim,UN,U,OR101527974,ORMC168150,384101,ORV00,320.34364528,3396f90f-9043-463e-8b69-3a04a8d6db36,0.000144819080105663,0.0544793384361006
3346,GM 5985,LodeClaim,UN,U,OR101527975,ORMC168151,384101,ORV00,320.86205455,3f64e034-819e-445a-a1bc-2519ff2060f8,0.000145053771120729,0.0545442991814191
3347,GM 5986,LodeClaim,UN,U,OR101527976,ORMC168152,384101,ORV00,160.3436832,f87978d1-5165-4893-8e8b-dcaa04956a47,7.24874284969701E-05,0.0345018037752442
3348,BELMONT,LodeClaim,UN,U,OR101783562,ORMC174406,384101,ORP00,162.82429838,e931aaff-dde1-4ebd-bd40-60111ae72c55,7.50158746996021E-05,0.0351428253119897
3349,BUFFALO,LodeClaim,UN,U,OR101783563,ORMC174407,384101,ORP00,122.38768824,e01be9eb-3c7b-4765-ae4f-73914654653e,5.64008528272097E-05,0.0352511315175057
3350,FREEDOM,LodeClaim,UN,U,OR101783565,ORMC174410,384101,ORP00,122.38768824,0d344176-866c-4629-802e-58460c7a99ce,5.64008528272097E-05,0.0352511315175057
3351,HAWTHORNE,LodeClaim,UN,U,OR101783567,ORMC174413,384101,ORP00,77.00934634,1a4013bf-ae63-4900-91b4-c89cebb9b1bf,3.5483828469296E-05,0.0258978969535457
3352,HERITAGE,LodeClaim,UN,U,OR101783568,ORMC174414,384101,ORP00,122.38768824,7a84188c-063d-4b2d-881e-afffcc417e4c,5.64008528272097E-05,0.0352511315175057
3353,JELLICOE,LodeClaim,UN,U,OR101783569,ORMC174416,384101,ORP00,162.82429838,47ce1f69-f775-46ba-801c-a5191fd73319,7.50158746996021E-05,0.0351428253119897
3354,PROSPERITY,LodeClaim,UN,U,OR101783571,ORMC174419,384101,ORP00,122.38768824,3bd58292-f238-4fcd-ae5d-dcdd74025ad0,5.64008528272097E-05,0.0352511315175057
3355,RUSH 8,LodeClaim,UN,U,OR101783572,ORMC174420,384101,ORP00,122.38768824,a676dd86-eb96-4034-97c5-28f2ac79219d,5.64008528272097E-05,0.0352511315175057
3356,RUSH 8,LodeClaim,UN,U,OR101783572,ORMC174420,384101,ORP00,122.01819864,262748ac-2629-4a50-a70b-b58f7cc95d53,5.62303698643518E-05,0.0351620499472321
3357,INDEPENDENCE 2,LodeClaim,UN,U,OR101558009,ORMC176447,384101,ORP00,168.14142968,d5eeb4f7-36ec-4350-a420-01224f8b3208,7.74652608015458E-05,0.0356692555576032
3358,INDEPENDENCE 3,LodeClaim,UN,U,OR101558010,ORMC176448,384101,ORP00,39.88669429,341ee02f-5c06-422e-893c-f76fc2842cb1,1.83746242328198E-05,0.0172739615173853
3359,GOLD CROWN 1,PlacerClaim,UN,U,OR101385991,ORMC172829,384201,ORV00,159.97639813,cbc199a8-87ae-4097-bbc1-051c11fe23ec,7.37165482860291E-05,0.0348352557459105
3360,GOLDEN SPLASH 1,PlacerClaim,UN,U,OR101784794,ORMC175439,384201,ORV00,159.97639813,c118b290-43e8-4304-bb9a-44507f59ccbb,7.37165482860291E-05,0.0348352557459105
3361,GOLDEN SPLASH 2,PlacerClaim,UN,U,OR101784795,ORMC175440,384201,ORV00,159.97639813,cd6fdfac-052b-4974-b893-443db3f38776,7.37165482860291E-05,0.0348352557459105
3362,ARGONAUT,LodeClaim,UN,U,OR101635494,ORMC174476,384101,ORV00,79.71223666,245cee70-86df-481a-96f4-d63f4664ff20,3.67458101209195E-05,0.0246218992026433
3363,T 6,LodeClaim,UN,U,OR101547742,ORMC169098,384101,ORW00,446.92491213,2b4edaaa-9c23-42a5-bd9e-2933e13ba395,0.000222326729726774,0.0844505105826499
3364,T 8,LodeClaim,UN,U,OR101547744,ORMC169100,384101,ORW00,322.35703462,4bb2177e-8ecc-459e-99fd-86620771a575,0.00016035111320889,0.051174614623524
3365,T 10,LodeClaim,UN,U,OR101547746,ORMC169102,384101,ORW00,322.35703462,de217c7f-8977-4d4a-a5fb-28cf38fd9f60,0.00016035111320889,0.051174614623524
3366,T 12,LodeClaim,UN,U,OR101547748,ORMC169104,384101,ORW00,322.35703462,00a53783-eb57-4c5b-869a-317fff689761,0.00016035111320889,0.051174614623524
3367,LODE CLAIM,LodeClaim,UN,U,OR101547750,ORMC169106,384101,ORW00,322.35703462,de91393d-1b19-4cca-bc9f-f116e922be1d,0.00016035111320889,0.051174614623524
3368,T 16,LodeClaim,UN,U,OR101549058,ORMC169108,384101,ORW00,322.35703462,236f40fc-a8c8-49da-8e01-7763a9e2b9b9,0.00016035111320889,0.051174614623524
3369,RED DOG DREAM,PlacerClaim,UN,U,OR101751750,ORMC169115,384201,ORM00,161.48920738,da2eee45-6625-4adb-9587-79d1f460d6f3,7.15024953024113E-05,0.0342058855261712
3370,PLACER CLAIM,PlacerClaim,UN,U,OR101753086,ORMC169116,384201,ORW00,321.85275334,5de7fd36-f1b4-420e-8103-bc8fa34a73cb,0.000154971533447679,0.057374597280145
3371,ETHANS 2,PlacerClaim,UN,U,OR101757135,ORMC169128,384201,ORM00,152.10887205,ee5fab4e-70c1-4daf-b468-2cd44b9468fc,6.77947500662412E-05,0.0333371903784897
3372,GAP 90,PlacerClaim,UN,U,OR101344334,ORMC169899,384201,ORV00,158.93489723,1d3d1ac2-fdfc-46b2-99b2-5084435d88a2,7.21115916348936E-05,0.034430530089699
3373,GAP 91,PlacerClaim,UN,U,OR101344335,ORMC169900,384201,ORV00,158.71460103,ae8d5eb6-09e1-4cba-b59e-76e5f58741d6,7.1994460085989E-05,0.0343932514546504
3374,GAP 92,PlacerClaim,UN,U,OR101344336,ORMC169901,384201,ORV00,158.71460103,831c8c1a-02f9-48a6-bbcd-818f04352476,7.1994460085989E-05,0.0343932514546504
3375,GAP 93,PlacerClaim,UN,U,OR101345540,ORMC169902,384201,ORV00,158.71460103,48a1cf6b-29ce-4f6f-991d-0a40ad2c3dd4,7.1994460085989E-05,0.0343932514546504
3376,GAP 94,PlacerClaim,UN,U,OR101345541,ORMC169903,384201,ORV00,158.71460103,b1c26378-1954-44b6-8629-f50d270e37c5,7.1994460085989E-05,0.0343932514546504
3377,GAP 95,PlacerClaim,UN,U,OR101345542,ORMC169904,384201,ORV00,158.97964891,dfe155cf-d2af-4f04-be19-5e7bd41677cd,7.21322321624029E-05,0.0344349301404263
3378,GAP 96,PlacerClaim,UN,U,OR101345543,ORMC169905,384201,ORV00,158.97964891,fde77161-a577-4c17-8acd-175ae3e520be,7.21322321624029E-05,0.0344349301404263
3379,GAP 97,PlacerClaim,UN,U,OR101345544,ORMC169906,384201,ORV00,158.97964891,a24c1d79-dc72-4651-b73f-5b35f84fd1c2,7.21322321624029E-05,0.0344349301404263
3380,GAP 98,PlacerClaim,UN,U,OR101345545,ORMC169907,384201,ORV00,158.97964891,2ca809df-2608-4cc7-8587-a82368a614eb,7.21322321624029E-05,0.0344349301404263
3381,GAP 99,PlacerClaim,UN,U,OR101345546,ORMC169908,384201,ORV00,158.97964891,99f13e46-92ee-4b94-ae65-36de764a1df8,7.21322321624029E-05,0.0344349301404263
3382,GAP 100,PlacerClaim,UN,U,OR101345547,ORMC169909,384201,ORV00,158.97964891,ed9605e5-13fd-4d30-9052-1f662fa0bd2f,7.21322321624029E-05,0.0344349301404263
3383,GAP 101,PlacerClaim,UN,U,OR101345548,ORMC169910,384201,ORV00,158.97964891,83f6c339-f1e7-49b2-9a81-840c4a3d356a,7.21322321624029E-05,0.0344349301404263
3384,GAP 102,PlacerClaim,UN,U,OR101345549,ORMC169911,384201,ORV00,158.97964891,56339949-a149-45f4-b8f3-9fe323d1b52a,7.21322321624029E-05,0.0344349301404263
3385,GAP 103,PlacerClaim,UN,U,OR101345550,ORMC169912,384201,ORV00,157.25063951,7278fbda-4ec7-44d6-8b1c-bd9ed5b77d98,7.13480817466916E-05,0.0342108314676258
3386,GAP 104,PlacerClaim,UN,U,OR101345551,ORMC169913,384201,ORV00,157.25063951,8fd4c2e8-70d9-42ad-ba96-9ad99eea681c,7.13480817466916E-05,0.0342108314676258
3387,GAP 105,PlacerClaim,UN,U,OR101345552,ORMC169914,384201,ORV00,157.25063951,a4d85a95-d329-4cb2-8195-0bab5806b1c3,7.13480817466916E-05,0.0342108314676258
3388,GAP 106,PlacerClaim,UN,U,OR101345553,ORMC169915,384201,ORV00,157.25063951,3475df67-6ff9-4069-bb1f-2ce456844e5f,7.13480817466916E-05,0.0342108314676258
3389,GAP 107,PlacerClaim,UN,U,OR101345554,ORMC169916,384201,ORV00,158.55680407,5affe2db-c69f-44bb-867d-4553e1114c45,7.19149384167395E-05,0.03436707059327
3390,GAP 108,PlacerClaim,UN,U,OR101345555,ORMC169917,384201,ORV00,158.55680407,29a8c44d-08c0-4463-bf95-5a645c270487,7.19149384167395E-05,0.03436707059327
3391,GAP 109,PlacerClaim,UN,U,OR101345556,ORMC169918,384201,ORV00,157.25063951,71b7c7cc-8516-47ac-b344-017c074e010c,7.13480817466916E-05,0.0342108314676258
3392,GM 5987,LodeClaim,UN,U,OR101527977,ORMC168153,384101,ORV00,160.3436832,55d74951-750b-4514-bbed-8aa8510a05f1,7.24874284969701E-05,0.0345018037752442
3393,LODE CLAIM,LodeClaim,UN,U,OR101527978,ORMC168154,384101,ORV00,312.85971536,14688a57-86b9-4b2c-a38f-ffccb3f2415b,0.000141443075335701,0.0492482965713022
3394,LODE CLAIM,LodeClaim,UN,U,OR101527979,ORMC168155,384101,ORV00,312.85971536,91f08efa-9944-4432-8581-8b8b6342bc94,0.000141443075335701,0.0492482965713022
3395,LODE CLAIM,LodeClaim,UN,U,OR101527980,ORMC168156,384101,ORV00,655.75755596,f6ba158f-0b99-477e-b12e-f95d996606db,0.000296467044336168,0.0704480140674997
3396,LODE CLAIM,LodeClaim,UN,U,OR101527981,ORMC168157,384101,ORV00,342.89784059,604eea15-5c76-44a2-92e0-0783f2264b41,0.000155023969000467,0.0504482279288398
3397,LODE CLAIM,LodeClaim,UN,U,OR101527982,ORMC168158,384101,ORV00,342.89784059,2d0b5efe-0434-48d5-a3bc-eec0c4d869e5,0.000155023969000467,0.0504482279288398
3398,LODE CLAIM,LodeClaim,UN,U,OR101527983,ORMC168159,384101,ORV00,342.89784059,0e2cf8c1-a0a5-4fcf-93bd-02b306ee7fb5,0.000155023969000467,0.0504482279288398
3399,LODE CLAIM,LodeClaim,UN,U,OR101527984,ORMC168160,384101,ORV00,342.89784059,a0cd5e11-cf1f-4fb4-89d4-3de4f1bc0d6c,0.000155023969000467,0.0504482279288398
3400,LODE CLAIM,LodeClaim,UN,U,OR101527985,ORMC168161,384101,ORV00,322.28988427,08d55e2b-4773-46a7-9e4a-5fdd8488db78,0.000145707502269943,0.0491617126591815
3401,LODE CLAIM,LodeClaim,UN,U,OR101527986,ORMC168162,384101,ORV00,322.28988427,d2f08da8-0374-4a71-bfcf-83e74715b130,0.000145707502269943,0.0491617126591815
3402,LODE CLAIM,LodeClaim,UN,U,OR101527987,ORMC168163,384101,ORV00,322.28988427,b129ff4a-0cd5-4286-a988-253c3446a7cb,0.000145707502269943,0.0491617126591815
3403,LODE CLAIM,LodeClaim,UN,U,OR101529190,ORMC168164,384101,ORV00,644.42615599,d878caf6-9ac0-491f-9478-4663a0b52945,0.000291345755158545,0.0691111517622166
3404,LODE CLAIM,LodeClaim,UN,U,OR101529191,ORMC168165,384101,ORV00,322.13627173,216513f8-d722-4aea-bd18-9bf4631bb84b,0.000145638252888602,0.0491468012435998
3405,LODE CLAIM,LodeClaim,UN,U,OR101529192,ORMC168166,384101,ORV00,322.13627173,366657c2-0615-48d9-97b7-5ac8396c4771,0.000145638252888602,0.0491468012435998
3406,LODE CLAIM,LodeClaim,UN,U,OR101529193,ORMC168167,384101,ORV00,322.13627173,166c962f-5e81-46b1-af03-adeb471b6881,0.000145638252888602,0.0491468012435998
3407,LODE CLAIM,LodeClaim,UN,U,OR101529201,ORMC168168,384101,ORV00,645.50339354,0a9acb5f-d77d-4162-a7ef-83ae55d02f8d,0.000291833120627416,0.0691835035500433
3408,LODE CLAIM,LodeClaim,UN,U,OR101529202,ORMC168169,384101,ORV00,323.36712181,b41879d7-b335-4724-b134-e2763078870d,0.000146194867738814,0.0492185952770747
3409,LODE CLAIM,LodeClaim,UN,U,OR101529203,ORMC168170,384101,ORV00,646.2119092,2d4691c0-72bd-43f3-bf86-8b3dbd349284,0.000292154104954534,0.0692531895274719
3410,BENEFACTOR,LodeClaim,UN,U,OR101528809,ORMC168557,384101,ORW00,159.86183735,75a0305b-fab3-49aa-a69a-8deb974346b0,7.94735051385942E-05,0.0364129383893754
3411,PLACER CLAIM,PlacerClaim,UN,U,OR101528810,ORMC168558,384201,ORW00,319.25193781,688e1e23-07fd-4ee5-87cd-f38a1b140e1d,0.000158700002884871,0.0509028690012666
3412,PLACER CLAIM,PlacerClaim,UN,U,OR101528811,ORMC168559,384201,ORW00,320.16599019,2addc948-d8ba-4728-af95-2dd9111b5dee,0.000159140956384363,0.0509965586352852
3413,HONEYSUCKLE,PlacerClaim,UN,U,OR101758461,ORMC169129,384201,ORM00,133.25312447,0e59b5c4-92ef-4957-9881-1f9882c2342a,5.93577929066669E-05,0.0333872372455672
3414,PLACER CLAIM,PlacerClaim,UN,U,OR101758462,ORMC169130,384201,ORM00,303.12929609,7bd58a0a-040a-40c3-a32b-d66685618df2,0.000135089058858284,0.0524210775474485
3415,GOLDEN PAPA 1 EAST,PlacerClaim,UN,U,OR101758463,ORMC169131,384201,ORW00,169.74827191,42209414-2c6c-4868-8122-a0aad80eb35d,8.23123132249748E-05,0.0372551153269211
3416,PLACER CLAIM,PlacerClaim,UN,U,OR101758480,ORMC169136,384201,ORP00,235.18029022,4ff9ca7c-4117-49d4-9d8b-6097560b8426,0.000108263491256366,0.0445694359793286
3417,PURPLE WONDER,LodeClaim,UN,U,OR101543778,ORMC169137,384101,ORM00,338.32691398,87f10b2b-80a8-40c7-ae7e-8b5a1ab3e9ab,0.000149026790040807,0.055477666514022
3418,NIGHTS GOLD 3,PlacerClaim,UN,U,OR101549091,ORMC169138,384201,ORM00,160.55618191,04aac9ea-e527-4cf0-94e9-7f177c497862,7.09111054675304E-05,0.0340404690459822
3419,LODE CLAIM,LodeClaim,UN,U,OR101546444,ORMC169142,384101,ORW00,280.96524864,51578164-ee42-46c9-b7c1-654356b2ba8f,0.000134964037442842,0.0466484636404163
3420,JUD 2 EAST,PlacerClaim,UN,U,OR101546445,ORMC169143,384201,ORW00,318.68850033,ecc955dc-a58f-4ef7-9f8d-cb43356a5a98,0.000157409750954685,0.0506722243470783
3421,GROUP 3 ADDITION,PlacerClaim,UN,U,OR101549084,ORMC169147,384201,ORV00,162.88735586,bc0f5bbd-6bb3-4a47-9df5-92e4c0d425af,7.45525162528793E-05,0.0350136334157477
3422,GROUP 6 ADDITION 1,PlacerClaim,UN,U,OR101549085,ORMC169148,384201,ORV00,162.88735586,58ec9bef-e79b-4aa6-9166-7dad02a4ca2b,7.45525162528793E-05,0.0350136334157477
3423,GROUP 6 ADDITION 2,PlacerClaim,UN,U,OR101549086,ORMC169149,384201,ORV00,331.74295749,3c4b847d-5ea2-4ade-919f-f5067b2da5d5,0.000151836795794225,0.0561090314333826
3424,GROUP 7 ADDITION 1,PlacerClaim,UN,U,OR101549087,ORMC169150,384201,ORV00,168.85560163,6f8df127-6dee-421f-a75e-42b71ebe9ace,7.72842831793241E-05,0.0357553398440335
3425,GROUP 7 ADDITION 2,PlacerClaim,UN,U,OR101549088,ORMC169151,384201,ORV00,165.96747217,c966d09b-546f-49d2-86ed-026360e8c617,7.59532185838907E-05,0.0354178844123687
3426,RS 1,PlacerClaim,UN,U,OR101747515,ORMC169806,384201,ORV00,161.39277954,4ba1a725-4c93-45e1-9651-a279b790f511,7.1916671913641E-05,0.0342951439797524
3427,RS 2,PlacerClaim,UN,U,OR101749081,ORMC169807,384201,ORV00,161.39277954,68cb9c90-a265-456d-81ba-c6f8511017d8,7.1916671913641E-05,0.0342951439797524
3428,RS 3,PlacerClaim,UN,U,OR101749082,ORMC169808,384201,ORV00,161.13609781,a2aa1516-7425-4ae2-b955-af018481d1ca,7.18024284651619E-05,0.0342720315476109
3429,RS 4,PlacerClaim,UN,U,OR101749083,ORMC169809,384201,ORV00,161.13609781,abf7e1a8-9a11-4bbc-b027-dabf8ddb43d3,7.18024284651619E-05,0.0342720315476109
3430,RS 5,PlacerClaim,UN,U,OR101749084,ORMC169810,384201,ORV00,161.39277954,a5384272-6f27-4a77-9358-c18fe6a40dab,7.1916671913641E-05,0.0342951439797524
3431,RS 6,PlacerClaim,UN,U,OR101749085,ORMC169811,384201,ORV00,161.39277954,5c0faf52-cddf-4158-ac75-9ec01b05d8a4,7.1916671913641E-05,0.0342951439797524
3432,RS 7,PlacerClaim,UN,U,OR101749086,ORMC169812,384201,ORV00,161.39277954,5dda1082-e12c-4558-8ff1-be39a9f89c62,7.1916671913641E-05,0.0342951439797524
3433,RS 8,PlacerClaim,UN,U,OR101749087,ORMC169813,384201,ORV00,161.13609781,21e1f994-e6fc-46ee-b094-d06296a25655,7.18024284651619E-05,0.0342720315476109
3434,RS 9,PlacerClaim,UN,U,OR101749088,ORMC169814,384201,ORV00,161.13609781,0c5eee55-f945-46ac-9c51-3ced70150503,7.18024284651619E-05,0.0342720315476109
