OBJECTID,Lease or Claim Name,Lease or Claim Type,Commodity,Stock Raising Homestead Act,MLRS Casefile Number,Casefile Number,Case Type,BLM Administrative Unit,GIS Acres,GLOBALID,Shape__Area,Shape__Length
1,WS 71,PlacerClaim,UN,U,OR101787002,ORMC173722,384201,ORV04,159.90793814,5a38917a-9ead-4329-b291-9787b413de5a,7.26050989214855E-05,0.0345305577623955
2,WS 89,PlacerClaim,UN,U,OR101788035,ORMC173740,384201,ORV04,79.66701774,70ea5bdd-26bd-4ac6-bfa4-8495dcd0ea27,3.61721431545448E-05,0.0272268985288315
3,WS 90,PlacerClaim,UN,U,OR101788036,ORMC173741,384201,ORV04,79.66701774,a0ddcbf7-d5e2-482d-b131-f8401f7085c9,3.61721431545448E-05,0.0272268985288315
4,GS 125,LodeClaim,UN,U,OR101552258,ORMC175655,384101,ORV05,152.5069398,d034146c-e3d4-4800-bdc0-44ea763f2508,6.96702541063132E-05,0.0337270537668102
5,GS 123,LodeClaim,UN,U,OR101552256,ORMC175653,384101,ORV05,76.56581762,02a47bdb-1045-4760-8eea-80b2210735d8,3.49734486917441E-05,0.0241342548921716
6,GS 124,LodeClaim,UN,U,OR101552257,ORMC175654,384101,ORV05,76.2642016,72d7198a-8498-4ebd-958a-2c07c7520ff7,3.48399198628613E-05,0.0241031811933119
7,GS 124,LodeClaim,UN,U,OR101552257,ORMC175654,384101,ORV05,76.56581762,02dfc1c0-814e-4248-a2b1-11f80bb85542,3.49734486917441E-05,0.0241342548921716
8,GS 125,LodeClaim,UN,U,OR101552258,ORMC175655,384101,ORV05,76.2642016,b6922156-b921-4ac0-8fe9-b1a37bb89745,3.48399198628613E-05,0.0241031811933119
9,GS 126,LodeClaim,UN,U,OR101552259,ORMC175656,384101,ORV05,152.5069398,43499154-bb6f-41f9-86ac-8410c7443edc,6.96702541063132E-05,0.0337270537668102
10,GS 126,LodeClaim,UN,U,OR101552259,ORMC175656,384101,ORV05,76.2642016,dd7dde65-4ec4-4a6b-a393-30caae357b0c,3.48399198628613E-05,0.0241031811933119
11,GS 127,LodeClaim,UN,U,OR101552260,ORMC175657,384101,ORV05,152.5069398,4c89e220-440f-413c-aeb6-a530f758901f,6.96702541063132E-05,0.0337270537668102
12,GS 127,LodeClaim,UN,U,OR101552260,ORMC175657,384101,ORV05,76.2642016,f55dec20-cd09-471b-b35d-0441b83234d6,3.48399198628613E-05,0.0241031811933119
13,GS 128,LodeClaim,UN,U,OR101552261,ORMC175658,384101,ORV05,152.5069398,2b47263f-b205-4ff8-83d7-2d4e924ed661,6.96702541063132E-05,0.0337270537668102
14,GS 129,LodeClaim,UN,U,OR101552262,ORMC175659,384101,ORV05,152.30420877,1ebc7d90-ec63-4c17-834b-963edeb054a4,6.9586119025189E-05,0.0337032448274655
15,GS 129,LodeClaim,UN,U,OR101552262,ORMC175659,384101,ORV05,152.5069398,0803c8af-2617-4a1b-a442-37f4f1b607d2,6.96702541063132E-05,0.0337270537668102
16,GS 130,LodeClaim,UN,U,OR101552263,ORMC175660,384101,ORV05,152.30420877,c5a843ef-8cd4-4f39-95a2-c67343449368,6.9586119025189E-05,0.0337032448274655
17,GS 130,LodeClaim,UN,U,OR101552263,ORMC175660,384101,ORV05,152.5069398,1b93c528-b6be-44b9-a238-bca8183d8d21,6.96702541063132E-05,0.0337270537668102
18,GS 125,LodeClaim,UN,U,OR101552258,ORMC175655,384101,ORV05,76.56581762,c2a85475-a0ba-4b3c-a52b-4801a4a6a5a9,3.49734486917441E-05,0.0241342548921716
19,GS 131,LodeClaim,UN,U,OR101552264,ORMC175661,384101,ORV05,76.56581762,67580dcf-fab9-4d88-8e0a-829eb7310d91,3.49734486917441E-05,0.0241342548921716
20,GS 131,LodeClaim,UN,U,OR101552264,ORMC175661,384101,ORV05,79.84610625,8d314df1-e37b-462a-974a-97b79c0680a5,3.6467307836574E-05,0.0246994065954241
21,GS 132,LodeClaim,UN,U,OR101552265,ORMC175662,384101,ORV05,76.56581762,244637fa-78f2-4a0e-baf2-ea3004efd1b5,3.49734486917441E-05,0.0241342548921716
22,GS 233,LodeClaim,UN,U,OR101558082,ORMC175763,384101,ORV05,79.05550682,277e82ba-e312-405e-82af-ca119988fd0d,3.60964345418324E-05,0.0272160623761961
23,GOLDEN EAGLE,LodeClaim,UN,U,OR101714559,ORMC174324,384101,ORN00,160.21159866,590f0ed7-d888-4edd-b593-f939965ccd9b,7.27105002624739E-05,0.034566918144393
24,WS 63,PlacerClaim,UN,U,OR101786830,ORMC173714,384201,ORV04,79.911126,debf1b39-ce92-49cb-b017-2742c997f13d,3.62816795131948E-05,0.0272835307074469
25,WS 64,PlacerClaim,UN,U,OR101786831,ORMC173715,384201,ORV04,79.911126,6aa6bec4-b128-44ef-80fb-df5d7f84c66b,3.62816795131948E-05,0.0272835307074469
26,WS 65,PlacerClaim,UN,U,OR101786832,ORMC173716,384201,ORV04,159.74464957,6896218c-3aac-44da-a0a8-b8d2d72739bb,7.25306181266205E-05,0.0345113917808924
27,WS 66,PlacerClaim,UN,U,OR101786833,ORMC173717,384201,ORV04,159.74464957,0fb727f9-d87f-4226-859b-20a9ee92a834,7.25306181266205E-05,0.0345113917808924
28,WS 67,PlacerClaim,UN,U,OR101786834,ORMC173718,384201,ORV04,159.74464957,468b96e8-cb00-4c50-aff1-159b5357c046,7.25306181266205E-05,0.0345113917808924
29,WS 68,PlacerClaim,UN,U,OR101786835,ORMC173719,384201,ORV04,159.74464957,8abc8208-b2cf-4588-a492-d6698e6c5748,7.25306181266205E-05,0.0345113917808924
30,WS 69,PlacerClaim,UN,U,OR101786836,ORMC173720,384201,ORV04,159.90793814,3d72f1e3-e065-47a4-b648-a5abbd787975,7.26050989214855E-05,0.0345305577623955
31,WS 70,PlacerClaim,UN,U,OR101787001,ORMC173721,384201,ORV04,159.90793814,d01852da-0cc8-4e57-b113-c4b83b6a46d8,7.26050989214855E-05,0.0345305577623955
32,GS 112,LodeClaim,UN,U,OR101551121,ORMC175642,384101,ORV05,152.5069398,bd86a5b8-40aa-4460-b5c4-c336af9d1220,6.96702541063132E-05,0.0337270537668102
33,GS 111,LodeClaim,UN,U,OR101551120,ORMC175641,384101,ORV05,76.13674285,20f01bcc-ebcb-4349-abd6-cee19fa1a252,3.47859286193852E-05,0.0240875912382825
34,GS 111,LodeClaim,UN,U,OR101551120,ORMC175641,384101,ORV05,76.2642016,ce3197f7-a81c-44f4-a342-8fc68af427f2,3.48399198628613E-05,0.0241031811933119
35,GS 112,LodeClaim,UN,U,OR101551121,ORMC175642,384101,ORV05,76.13674285,6e0c2fbb-b8cb-4107-931d-4bc049d086f0,3.47859286193852E-05,0.0240875912382825
36,GS 112,LodeClaim,UN,U,OR101551121,ORMC175642,384101,ORV05,76.2642016,15fe655b-bc15-45fd-858f-ad821a5d2975,3.48399198628613E-05,0.0241031811933119
37,GS 113,LodeClaim,UN,U,OR101551122,ORMC175643,384101,ORV05,152.30420877,b553cade-9892-4922-8964-064e78ef32c0,6.9586119025189E-05,0.0337032448274655
38,GS 113,LodeClaim,UN,U,OR101551122,ORMC175643,384101,ORV05,76.13674285,a2f0eda2-afad-4b57-89ea-621849f53999,3.47859286193852E-05,0.0240875912382825
39,GS 113,LodeClaim,UN,U,OR101551122,ORMC175643,384101,ORV05,152.5069398,9a041be9-35b1-4048-a198-474e56c363c6,6.96702541063132E-05,0.0337270537668102
40,GS 113,LodeClaim,UN,U,OR101551122,ORMC175643,384101,ORV05,76.2642016,25136c2d-2ae1-4a56-8313-81709d296308,3.48399198628613E-05,0.0241031811933119
41,GS 114,LodeClaim,UN,U,OR101551123,ORMC175644,384101,ORV05,152.30420877,b3c2480f-e86c-45cc-a2c3-4c331fb21de6,6.9586119025189E-05,0.0337032448274655
42,GS 123,LodeClaim,UN,U,OR101552256,ORMC175653,384101,ORV05,76.2642016,0da5c2d4-9b3a-4b12-965c-b82723f46c47,3.48399198628613E-05,0.0241031811933119
43,GS 227,LodeClaim,UN,U,OR101558076,ORMC175757,384101,ORP04,159.13136163,b98ec629-7e21-44c1-9e16-367746f9fa07,7.26105577086855E-05,0.034558837617688
44,GS 226,LodeClaim,UN,U,OR101558075,ORMC175756,384101,ORV05,78.97619303,67e8e1e9-8f88-4226-a275-b2b8b0c209f1,3.60600993190019E-05,0.0271762289594252
45,GS 226,LodeClaim,UN,U,OR101558075,ORMC175756,384101,ORV05,159.05260949,c6afe4d3-a2d5-4b3e-9df4-8833278fda65,7.26158682482492E-05,0.0345565723732796
46,GS 227,LodeClaim,UN,U,OR101558076,ORMC175757,384101,ORP04,79.10070336,ac0b6f59-9c5b-49a5-8423-09aea9294055,3.60964345418324E-05,0.0272160623761961
47,GS 114,LodeClaim,UN,U,OR101551123,ORMC175644,384101,ORV05,76.13674285,fa88c3d6-281e-446a-ab9c-facca93f52e9,3.47859286193852E-05,0.0240875912382825
48,GS 114,LodeClaim,UN,U,OR101551123,ORMC175644,384101,ORV05,152.5069398,3b2af711-f9a1-488e-a6b3-40bcd33abddf,6.96702541063132E-05,0.0337270537668102
49,GS 115,LodeClaim,UN,U,OR101551124,ORMC175645,384101,ORV05,152.30420877,4301e4e0-ce5a-4653-a3ef-b6c57677498e,6.9586119025189E-05,0.0337032448274655
50,GS 120,LodeClaim,UN,U,OR101552253,ORMC175650,384101,ORV05,76.56581762,0ddd00f7-855b-4358-b717-8b0f1fdddca2,3.49734486917441E-05,0.0241342548921716
51,GS 121,LodeClaim,UN,U,OR101552254,ORMC175651,384101,ORV05,76.56581762,5c0b81b5-6f94-4532-90c5-89865203792d,3.49734486917441E-05,0.0241342548921716
52,GS 122,LodeClaim,UN,U,OR101552255,ORMC175652,384101,ORV05,76.2642016,2a4f95d2-23b4-466f-a1ad-b44e743ee513,3.48399198628613E-05,0.0241031811933119
53,GS 122,LodeClaim,UN,U,OR101552255,ORMC175652,384101,ORV05,76.56581762,e202e51b-6eb5-4826-9a7d-db118f8e05be,3.49734486917441E-05,0.0241342548921716
54,GS 227,LodeClaim,UN,U,OR101558076,ORMC175757,384101,ORP04,79.02107008,3a2007d3-fa38-4179-ac6a-fa8b7515529f,3.60600993190019E-05,0.0271762289594252
55,GS 227,LodeClaim,UN,U,OR101558076,ORMC175757,384101,ORP04,159.1429662,b445c3bd-f06c-4c04-8328-a88440bf6cef,7.26158682482492E-05,0.0345565723732796
56,GS 227,LodeClaim,UN,U,OR101558076,ORMC175757,384101,ORV05,79.05550682,edf36faf-0b8d-4938-822d-2d842f1d0744,3.60964345418324E-05,0.0272160623761961
57,GS 227,LodeClaim,UN,U,OR101558076,ORMC175757,384101,ORV05,159.04044132,671cdf93-1a03-435b-b66b-34291b4cfee3,7.26105577086855E-05,0.034558837617688
58,GS 227,LodeClaim,UN,U,OR101558076,ORMC175757,384101,ORV05,78.97619303,39876d0e-0370-48ab-89b9-56c2b9c2ae92,3.60600993190019E-05,0.0271762289594252
59,GS 227,LodeClaim,UN,U,OR101558076,ORMC175757,384101,ORV05,159.05260949,5b0c8062-99da-424b-9a0b-d81dea196b78,7.26158682482492E-05,0.0345565723732796
60,GS 228,LodeClaim,UN,U,OR101558077,ORMC175758,384101,ORV05,159.04044132,088da63a-97b8-433a-b28c-87ed70e486aa,7.26105577086855E-05,0.034558837617688
61,GS 228,LodeClaim,UN,U,OR101558077,ORMC175758,384101,ORV05,78.97619303,24a396ac-25a8-4908-91d9-ddd9ffd1ae49,3.60600993190019E-05,0.0271762289594252
62,GS 229,LodeClaim,UN,U,OR101558078,ORMC175759,384101,ORV05,79.05550682,0c81a289-0a92-4781-93fd-04c5e58b6c07,3.60964345418324E-05,0.0272160623761961
63,GS 229,LodeClaim,UN,U,OR101558078,ORMC175759,384101,ORV05,78.97619303,953c148b-7b98-47df-bc70-6593a2e89614,3.60600993190019E-05,0.0271762289594252
64,GS 230,LodeClaim,UN,U,OR101558079,ORMC175760,384101,ORV05,79.05550682,d505a00a-b0f2-428a-8d69-79ba95875758,3.60964345418324E-05,0.0272160623761961
65,GS 334,LodeClaim,UN,U,OR101713733,ORMC175864,384101,ORP04,158.83327607,9143fb23-c6e7-4f4c-a1cf-d74e9c7ae66b,7.24657625141845E-05,0.0345252320136346
66,GS 228,LodeClaim,UN,U,OR101558077,ORMC175758,384101,ORP04,79.10070336,d583be92-d86d-4986-88a8-f871c3b6fb96,3.60964345418324E-05,0.0272160623761961
67,GS 228,LodeClaim,UN,U,OR101558077,ORMC175758,384101,ORP04,159.13136163,c1d05540-060b-4a0d-beb6-b485cd037e1b,7.26105577086855E-05,0.034558837617688
68,GS 228,LodeClaim,UN,U,OR101558077,ORMC175758,384101,ORV05,79.05550682,8324e0bd-36d8-4655-8e83-846e7c9dd791,3.60964345418324E-05,0.0272160623761961
69,GS 333,LodeClaim,UN,U,OR101713732,ORMC175863,384101,ORP04,158.95086345,11ba42b0-f8ff-4020-93d2-5e95dacbec4b,7.25107720427332E-05,0.034530346908728
70,GS 333,LodeClaim,UN,U,OR101713732,ORMC175863,384101,ORV05,158.74132704,3830c078-699d-4f57-924e-4fe9a86424d8,7.24657625141845E-05,0.0345252320136346
71,GS 333,LodeClaim,UN,U,OR101713732,ORMC175863,384101,ORV05,158.85886409,718edcec-c047-4b2d-bee5-b638d6e2304f,7.25107720427332E-05,0.034530346908728
72,GS 334,LodeClaim,UN,U,OR101713733,ORMC175864,384101,ORP04,158.85274983,22f0b829-2aa5-4eda-ad0e-8e62de22e36a,7.24659125808103E-05,0.0345125545996538
73,GS 334,LodeClaim,UN,U,OR101713733,ORMC175864,384101,ORP04,158.95086345,2ae0c962-65e0-4009-9aab-193d0904316a,7.25107720427332E-05,0.034530346908728
74,GS 334,LodeClaim,UN,U,OR101713733,ORMC175864,384101,ORV05,158.74132704,7a3026b5-d735-48a6-9c32-a40acea1ecef,7.24657625141845E-05,0.0345252320136346
75,GS 334,LodeClaim,UN,U,OR101713733,ORMC175864,384101,ORV05,158.76020837,4c6dbc3d-7cec-4ba6-a07e-f0ccf223c298,7.24659125808103E-05,0.0345125545996538
76,GS 334,LodeClaim,UN,U,OR101713733,ORMC175864,384101,ORV05,158.85886409,2c1dd81c-4ea6-4955-97c3-2e0b21fab7a4,7.25107720427332E-05,0.034530346908728
77,GS 335,LodeClaim,UN,U,OR101713734,ORMC175865,384101,ORP04,158.55149782,0e46a7b5-055f-4d67-8919-f624a3fae782,7.23372654647392E-05,0.0344856149302248
78,OIL AND GAS LEASE,OilandGas,459,N,OROR105681465,OROR   063412,312021,ORV04,1949.57905527,a21b5137-69a1-41cf-8b74-c137f12cc836,0.000883866445747117,0.138868714536696
79,OIL AND GAS LEASE,OilandGas,459,N,OROR105681468,OROR   063413,312021,ORV04,1939.86016553,04a6acc9-b69f-44c4-a16f-c95f686c119c,0.000879172569966613,0.138520749174044
80,OIL AND GAS LEASE,OilandGas,459,N,OROR105682507,OROR   063414,312021,ORV04,2557.55113183,cb9c5710-df76-48c3-a579-3426f8254658,0.00115896650731884,0.177880439434895
81,OIL AND GAS LEASE,OilandGas,459,N,OROR105682508,OROR   063415,312021,ORV04,2560.06178229,e81ff133-e238-40f7-873e-42c845384e47,0.00115974489744985,0.13798590166233
82,OIL AND GAS LEASE,OilandGas,459,N,OROR105682509,OROR   063416,312021,ORV04,2548.07191704,c85a60d9-edc7-4892-9b09-033b005cfb5f,0.00115432114125724,0.137759018143716
83,OIL AND GAS LEASE,OilandGas,459,N,OROR105682510,OROR   063417,312021,ORV04,2548.58756752,6b1f9299-7113-48f7-ac91-9cdfa6116248,0.00115442082915251,0.166745601582299
84,OIL AND GAS LEASE,OilandGas,459,N,OROR105682511,OROR   063418,312021,ORV04,2551.55847206,a2747222-e2c5-41d7-af30-c0648e229557,0.00115548124995257,0.188301577320483
85,OIL AND GAS LEASE,OilandGas,459,N,OROR105682512,OROR   063419,312021,ORV04,1707.81658689,eae2f920-f901-48a9-a091-c9f14bd96a2a,0.000779848642196157,0.15824362983681
86,OIL AND GAS LEASE,OilandGas,459,N,OROR105682513,OROR   063420,312021,ORV04,80.07719477,030c8005-c77b-4f51-a8bd-2cf8814b1f81,3.6564258607541E-05,0.0245740678786019
87,OIL AND GAS LEASE,OilandGas,459,N,OROR105682515,OROR   063421,312021,ORV04,144.20429355,5f55a2bc-d0a8-4a6e-8cdf-d857f0100e19,6.58049866615329E-05,0.0436809424757689
88,OIL AND GAS LEASE,OilandGas,459,N,OROR105682515,OROR   063421,312021,ORV04,78.81915703,898a81f4-55ec-4541-9228-2ee34639886c,3.59714094884112E-05,0.0271857348962071
89,OIL AND GAS LEASE,OilandGas,459,N,OROR105682515,OROR   063421,312021,ORV04,438.2252363,fb844988-d6e2-4eab-8496-08948ffdeae4,0.000199974399038183,0.0734370020898538
90,OIL AND GAS LEASE,OilandGas,459,N,OROR105682515,OROR   063421,312021,ORV04,1262.02740819,f089de6c-d06c-422b-8c27-43b77d9cf4ca,0.000576097351313365,0.13316885817942
91,OIL AND GAS LEASE,OilandGas,459,N,OROR105682517,OROR   063422,312021,ORV04,1748.94171996,3caf3e32-d03c-4f32-83cb-e137cff5b2f9,0.000798211688561423,0.160350140738085
92,OIL AND GAS LEASE,OilandGas,459,N,OROR105682518,OROR   063423,312021,ORV04,1841.62132153,f518f86d-2083-4467-a184-458de3d16ac5,0.000840343214804307,0.203841333093434
93,OIL AND GAS LEASE,OilandGas,459,N,OROR105682519,OROR   063424,312021,ORV04,2054.67759908,48105cf9-3b13-459a-91cd-c3b0711d3e6b,0.000937314149723534,0.167526932573225
94,OIL AND GAS LEASE,OilandGas,459,N,OROR105682520,OROR   063425,312021,ORV04,1816.33438497,4c0548af-c93e-4023-a730-e72f4d07acb0,0.000828556718261098,0.164851393245024
95,OIL AND GAS LEASE,OilandGas,459,N,OROR105682520,OROR   063425,312021,ORV04,39.65306453,26cd5229-f675-4e37-a2a3-508682edf468,1.80928668669367E-05,0.0319550909181598
96,OIL AND GAS LEASE,OilandGas,459,N,OROR105682521,OROR   063426,312021,ORV04,39.34921911,c5d62e2d-eee5-44c1-b4bd-df689da280f5,1.79390817720559E-05,0.0171467141739025
97,OIL AND GAS LEASE,OilandGas,459,N,OROR105682521,OROR   063426,312021,ORV04,1922.17675605,fcfb73f5-39e0-4881-b55e-9a3c2989dfeb,0.000876519485700555,0.184828654364058
98,OIL AND GAS LEASE,OilandGas,459,N,OROR105550187,OROR   063427,312021,ORV04,2447.26498366,b00f7621-c1b0-47a4-9f14-0dd2ea109bae,0.00111585935610492,0.149235888531483
99,OIL AND GAS LEASE,OilandGas,459,N,OROR105550188,OROR   063428,312021,ORV04,2284.83186868,189aabfc-38a2-46ff-9089-062f0bd1cbd9,0.00104182678205689,0.151187139691049
100,OIL AND GAS LEASE,OilandGas,459,N,OROR105550189,OROR   063429,312021,ORV04,316.079073,5793591c-2706-4fac-9516-647eccf559f3,0.000143960816330946,0.0516036323875334
101,OIL AND GAS LEASE,OilandGas,459,N,OROR105550189,OROR   063429,312021,ORV04,471.51170883,b6768700-7594-439f-80d4-faeea500f818,0.000214814496303006,0.0658429604111822
102,OIL AND GAS LEASE,OilandGas,459,N,OROR105550189,OROR   063429,312021,ORV04,303.08410232,f01b6049-9944-4127-88aa-48f72353f1d7,0.00013818386287312,0.0629701924879109
103,GS 335,LodeClaim,UN,U,OR101713734,ORMC175865,384101,ORP04,158.83327607,dc823949-912e-4188-bf59-993d26eea8e4,7.24657625141845E-05,0.0345252320136346
104,GS 335,LodeClaim,UN,U,OR101713734,ORMC175865,384101,ORP04,158.85274983,35e3a47c-ed69-4942-995f-222185739229,7.24659125808103E-05,0.0345125545996538
105,GS 335,LodeClaim,UN,U,OR101713734,ORMC175865,384101,ORP04,158.95086345,f6448768-4ccf-4ffa-a764-9b7f2613fa7b,7.25107720427332E-05,0.034530346908728
106,GS 335,LodeClaim,UN,U,OR101713734,ORMC175865,384101,ORV05,158.45914944,226ce1e5-b706-4591-95a6-3a5bbae2ade4,7.23372654647392E-05,0.0344856149302248
107,GS 335,LodeClaim,UN,U,OR101713734,ORMC175865,384101,ORV05,158.74132704,1f0ff873-bd29-4455-80a6-2cf047891049,7.24657625141845E-05,0.0345252320136346
108,GS 335,LodeClaim,UN,U,OR101713734,ORMC175865,384101,ORV05,158.76020837,59d0b553-84a5-4e28-a5b5-e50d0eb8a358,7.24659125808103E-05,0.0345125545996538
109,GS 333,LodeClaim,UN,U,OR101713732,ORMC175863,384101,ORP04,158.83327607,fda62825-1a17-4fff-8ced-9a75f15d5fcd,7.24657625141845E-05,0.0345252320136346
110,GS 335,LodeClaim,UN,U,OR101713734,ORMC175865,384101,ORV05,158.85886409,4065a4f6-282e-4c12-af2c-adce7a434516,7.25107720427332E-05,0.034530346908728
111,WS 75,PlacerClaim,UN,U,OR101787006,ORMC173726,384201,ORV04,80.59673883,f36641bf-1e36-4c8f-93bb-aa277d500348,3.65936703019543E-05,0.0273854975785968
112,WS 72,PlacerClaim,UN,U,OR101787003,ORMC173723,384201,ORV04,159.90793814,c7633b3d-582a-482a-8a2c-5e66bcae60e9,7.26050989214855E-05,0.0345305577623955
113,WS 73,PlacerClaim,UN,U,OR101787004,ORMC173724,384201,ORV04,80.59673883,bd73db8c-f2ea-49e0-870f-0ad0dbec7b7c,3.65936703019543E-05,0.0273854975785968
114,WS 74,PlacerClaim,UN,U,OR101787005,ORMC173725,384201,ORV04,80.59673883,7c69cf3b-b455-4760-bc33-80b6119f9895,3.65936703019543E-05,0.0273854975785968
115,WS 76,PlacerClaim,UN,U,OR101788022,ORMC173727,384201,ORV04,80.59673883,f4c4586d-7294-4659-9c07-ddbb02e6f4ed,3.65936703019543E-05,0.0273854975785968
116,WS 77,PlacerClaim,UN,U,OR101788023,ORMC173728,384201,ORV04,80.07620662,fbdfdabb-5581-49de-8387-387953bd8b8d,3.63574868060823E-05,0.0272576210155269
117,WS 78,PlacerClaim,UN,U,OR101788024,ORMC173729,384201,ORV04,80.07620662,a7521e79-8ff2-4f5e-a94b-2d1ce51fb9ce,3.63574868060823E-05,0.0272576210155269
118,WS 79,PlacerClaim,UN,U,OR101788025,ORMC173730,384201,ORV04,80.07620662,c416a90c-5aa4-4278-8768-900775135ac7,3.63574868060823E-05,0.0272576210155269
119,WS 80,PlacerClaim,UN,U,OR101788026,ORMC173731,384201,ORV04,80.54712971,a1b19163-8029-4ae9-9ca7-6180e10a20d2,3.65714404324535E-05,0.0274210881443684
120,WS 81,PlacerClaim,UN,U,OR101788027,ORMC173732,384201,ORV04,80.54712971,30ed82c2-e0ab-4a48-8de1-fcc38d96db82,3.65714404324535E-05,0.0274210881443684
121,WS 82,PlacerClaim,UN,U,OR101788028,ORMC173733,384201,ORV04,80.54712971,71c74b5a-1f00-41f1-ac78-2b8de9e416e7,3.65714404324535E-05,0.0274210881443684
122,WS 83,PlacerClaim,UN,U,OR101788029,ORMC173734,384201,ORV04,80.54712971,f87f071b-efcb-41eb-b5eb-2b2395a7aae5,3.65714404324535E-05,0.0274210881443684
123,WS 84,PlacerClaim,UN,U,OR101788030,ORMC173735,384201,ORV04,79.91564116,3a5f83b4-b090-45fd-83bd-a5258cf949dd,3.62848709301034E-05,0.0273152081548858
124,WS 85,PlacerClaim,UN,U,OR101788031,ORMC173736,384201,ORV04,79.91564116,2e485235-7d92-48e7-a5f8-753f22319eeb,3.62848709301034E-05,0.0273152081548858
125,WS 86,PlacerClaim,UN,U,OR101788032,ORMC173737,384201,ORV04,79.91564116,36031159-990a-4f46-af87-03b6f2aff974,3.62848709301034E-05,0.0273152081548858
126,OIL AND GAS LEASE,OilandGas,459,N,OROR105382251,OROR   063335,312021,ORV04,9.92259458,401fdbf3-77a6-47ee-96ae-9275ef6107cf,4.50118432127056E-06,0.00970313687791557
127,OIL AND GAS LEASE,OilandGas,459,N,OROR105382251,OROR   063335,312021,ORV04,9.91872592,a4df4899-7ec7-4bb3-870d-d523922c96e5,4.49942945124349E-06,0.00970029297487943
128,OIL AND GAS LEASE,OilandGas,459,N,OROR105382251,OROR   063335,312021,ORV04,397.81998884,7bf0a9d4-abe0-4a82-8329-14611648d9e4,0.000180559506134159,0.0789087429863449
129,OIL AND GAS LEASE,OilandGas,459,N,OROR105382251,OROR   063335,312021,ORV04,79.59840473,8e654158-722e-4cc8-9f8a-1dd7ba14c3be,3.61404986506386E-05,0.0272458185543216
130,OIL AND GAS LEASE,OilandGas,459,N,OROR105382251,OROR   063335,312021,ORV04,996.79814566,2be7cf03-b432-466a-9d0f-b21083861de6,0.00045257832880452,0.123383276291313
131,OIL AND GAS LEASE,OilandGas,459,N,OROR105382251,OROR   063335,312021,ORV04,198.66804053,8e3e0380-6c6c-4c5f-9418-19a8a2778488,9.02109695744002E-05,0.044450437788198
132,OIL AND GAS LEASE,OilandGas,459,N,OROR105382251,OROR   063335,312021,ORV04,79.35934459,17925064-5a5c-4ed0-9439-c57a94ff3eb3,3.60351868948783E-05,0.0244163780554536
133,OIL AND GAS LEASE,OilandGas,459,N,OROR105391593,OROR   063379,312021,ORV04,158.09875809,822b53b3-8df2-4855-bbd0-0b70c807e43f,7.19516260687669E-05,0.044359153717477
134,WS 87,PlacerClaim,UN,U,OR101788033,ORMC173738,384201,ORV04,79.91564116,937f0f4c-9857-4349-a508-9e1fe17f1097,3.62848709301034E-05,0.0273152081548858
135,WS 88,PlacerClaim,UN,U,OR101788034,ORMC173739,384201,ORV04,79.66701774,72141ac2-cae7-4541-b3d7-f2e66ec131ec,3.61721431545448E-05,0.0272268985288315
136,OIL AND GAS LEASE,OilandGas,459,N,OROR105391593,OROR   063379,312021,ORV04,1675.13674638,c22f2586-11ce-4e0d-b885-693bc31fa7f2,0.000762576999022713,0.192837983816018
137,OIL AND GAS LEASE,OilandGas,459,N,OROR105391594,OROR   063380,312021,ORV04,1965.47717949,50dd8012-f249-4d91-b547-4631f73e4e7d,0.000894779074315011,0.155659632277698
138,OIL AND GAS LEASE,OilandGas,459,N,OROR105391595,OROR   063381,312021,ORV04,1962.01201104,e092e163-1495-4acf-9e67-60e8396cf5dc,0.000893075692147249,0.190557191687997
139,OIL AND GAS LEASE,OilandGas,459,N,OROR105391596,OROR   063382,312021,ORV04,2515.13856851,18369a28-e9f5-46c4-8630-b4dd07f48751,0.0011445326113062,0.189443979129796
140,OIL AND GAS LEASE,OilandGas,459,N,OROR105391597,OROR   063383,312021,ORV04,1580.29715033,edec7d6d-efb9-4835-b53a-9b6c5baffbe1,0.000718948899248062,0.111962104727522
141,OIL AND GAS LEASE,OilandGas,459,N,OROR105679399,OROR   063384,312021,ORV04,2538.21843234,c31fbb08-0f03-411e-93da-2b317185c9b2,0.0011548257530194,0.137820350933578
142,OIL AND GAS LEASE,OilandGas,459,N,OROR105679400,OROR   063385,312021,ORV04,2561.13381429,e9d68026-3069-4df4-ba32-b580dfd867b3,0.00116504770539905,0.178876338662539
143,OIL AND GAS LEASE,OilandGas,459,N,OROR105679401,OROR   063386,312021,ORV04,1903.95760843,f070c6e7-1f9e-4428-a18b-52af04d8ed2a,0.000865942971358891,0.149497219632577
144,OIL AND GAS LEASE,OilandGas,459,N,OROR105679402,OROR   063387,312021,ORV04,473.02323953,f0aec718-8b6a-4667-9845-73f37e1d34b2,0.000214984437661769,0.0828356290515528
145,OIL AND GAS LEASE,OilandGas,459,N,OROR105679402,OROR   063387,312021,ORV04,444.55074008,4c896d0e-3e6a-4cd9-9673-5267ed881521,0.000202084380816814,0.0694924070741779
146,OIL AND GAS LEASE,OilandGas,459,N,OROR105679402,OROR   063387,312021,ORV04,523.34164479,b2eb7f0c-28bf-4308-b54a-9f0fb4f47d02,0.000237904017922119,0.069309005019715
